Texto	Humanos	Logistic Regression	Naive Bayes	Support Vector Machines	Ensemble
Tenho 300 seguidores de diferença vcs são lindos amo vcs podem mandar nudes q eu adoro	1.0	Negativo	Positivo	Negativo	Negativo
o brad é cheio de pequenos detalhes que amo perdidamente	1.0	Positivo	Positivo	Positivo	Positivo
amigas do céu, o gato que eu avistei nessa universidade.......	1.0	Negativo	Negativo	Negativo	Negativo
Pelamor de deus xente, alguem podia pilhar um futebol ou volei, ne? To louca p jogar	1.0	Negativo	Negativo	Negativo	Negativo
Continuo a achar que não devia de ter entrado na sexta, mas fico extremamente feliz com este regresso!	1.0	Negativo	Positivo	Negativo	Negativo
Você tem que ser feliz do jeito que você é, e não do jeito que as pessoas querem que você seja.	1.0	Positivo	Negativo	Negativo	Negativo
@RevistaISTOE excelente matéria.	1.0	Positivo	Positivo	Positivo	Positivo
Tem uma caneta do botafogo aqui que vira faca e abridor e tem lanterna também, única coisa interessante que o Gg deu pro meu irmão	1.0	Positivo	Negativo	Negativo	Negativo
@teamkstars #Keyddeverdade #GoKeyd Sempre <3 amo vcs	1.0	Positivo	Positivo	Positivo	Positivo
Maior legal ficar fazendo vários nada, recomendo	1.0	Positivo	Positivo	Positivo	Positivo
@brandon_meza excelente sábado amor	1.0	Positivo	Positivo	Positivo	Positivo
Escutando Livre Estou, porque sou dessas que assiste Frozen e nao consegue parar de cantar.	1.0	Negativo	Negativo	Negativo	Negativo
*todo o universo do tennis feminino é minha musa* *tiro apenas as Williams da lista porque n sei ser imparcial*	1.0	Positivo	Positivo	Negativo	Positivo
Bom dia!!! Desejo uma quarta-feira iluminada e repleta de resultados positivos à todos.	1.0	Positivo	Positivo	Negativo	Positivo
Daora ver um monte de monstros do basquete jogando brincando, só lances fodas	1.0	Positivo	Positivo	Positivo	Positivo
@viajanteblue Boa tarde Zé! Excelente fds pra vc amigo, abçs	1.0	Positivo	Positivo	Positivo	Positivo
Eu acho que escondidinho é mais gostoso.... 🤔	1.0	Positivo	Negativo	Negativo	Negativo
To quase abrindo o presente da Kelly e comendo os chocolate que comprei pra ela da cacau show	1.0	Negativo	Positivo	Negativo	Negativo
@caracolraivoso  e Ai Marcos quando vc vai sorte ar o Xbox one, adoro seus vídeos #caracol	1.0	Negativo	Positivo	Negativo	Negativo
bom demais isso	1.0	Positivo	Negativo	Positivo	Positivo
GRAMMY TEASER DAS GRAVAÇÕES DO EPISODIO VIII DE STAR WARS TUDO HOJE COMO LIDAR AI CÉUS	1.0	Positivo	Positivo	Positivo	Positivo
acreditei , errei confesso ,de rodas do teu bonde foi que fez sucesso	1.0	Positivo	Positivo	Negativo	Positivo
GENTE, to passada!! Meu cabelo sempre ficou maravilhoso com os produtos da Pantene só que eu fiquei BOBA com esse finalizador secador 😱	1.0	Positivo	Negativo	Positivo	Positivo
Você tem aquilo que eu adoro, baby	1.0	Positivo	Positivo	Positivo	Positivo
@shieraven shauahauas ai socorro o que foi que eu fiz? hauahais. moça cê tá insinuando que meus namorados fictícios não são +	1.0	Negativo	Negativo	Negativo	Negativo
@jujuxusd kkkk, te amo mais	1.0	Positivo	Positivo	Positivo	Positivo
"as maes de vcs cada dia mais feliz  ""Netflix fará série live-action de The Legend of Zelda"""	1.0	Negativo	Positivo	Negativo	Negativo
aparentemente o dia dos namorados foi muito melhor do que esperava	1.0	Positivo	Negativo	Positivo	Positivo
eu te amo @mypsicose	1.0	Positivo	Positivo	Positivo	Positivo
@veras_deise pô Arryn é legal c/a lealdade e caráter, mas a mulher era mto louca! Rsrs... Jogando o povo naquele buraco! Haha...	1.0	Positivo	Positivo	Negativo	Positivo
gente, aqui rapidinho. em nenhum momento eu ataquei ou desmereci a gigi, eu sinceramente, a adoro e acho ela muito bonita mas	1.0	Negativo	Positivo	Negativo	Negativo
@vittidesprezar @redcarpet Acho interessante 😊	1.0	Positivo	Negativo	Positivo	Positivo
Ta no meu pensamento, sentimento que não muda. To louco pra te ver, só quero amar você.	1.0	Positivo	Negativo	Negativo	Negativo
Posso falar mais uma vez que o Oliver ta maravilhoso ??	1.0	Positivo	Negativo	Positivo	Positivo
GENTE EU AMO O PAULO MUZY Q HOMEM É ESSE	1.0	Negativo	Negativo	Negativo	Negativo
Quanto mais exposto à luz da democracia, menos factíveis são as defesas do atual governo e de seu séquito investigado.	1.0	Negativo	Negativo	Negativo	Negativo
@shaieny q advogada fofa q temos aqui <3 meu caderno da facul é um reciclado  do governo de uns 2 anos atrás AHSUAHSU	1.0	Negativo	Positivo	Negativo	Negativo
eu só queria encontrar os fãs de wow quando assistir warcraft parar de ser tímida e falar mesmo iria ser tão bom achar alguem como eu	1.0	Positivo	Positivo	Positivo	Positivo
por isso  que amo ele depois fez massagem na minha perna	1.0	Negativo	Negativo	Negativo	Negativo
Mente firme, alma limpa e pensamentos positivos, sempre!	1.0	Negativo	Positivo	Negativo	Negativo
Como eu amo morar no Rio de Janeiro	1.0	Negativo	Negativo	Positivo	Negativo
@newsustentables Excelente manual!	1.0	Positivo	Positivo	Negativo	Positivo
@eutofalido Angola muito fodaaa, prodigio assinado com a sony ainda	1.0	Positivo	Positivo	Negativo	Positivo
Eu vi algumas mulheres que eram nota dez, só que nenhuma delas chegava aos seus pés nem no estilo, no beijo, na cama ou no cheiro	1.0	Positivo	Positivo	Negativo	Positivo
consegui tirar positiva	1.0	Positivo	Positivo	Positivo	Positivo
A minha vontade de jogar basquete está se tornando incontrolável	1.0	Positivo	Positivo	Positivo	Positivo
tava desde 10 da manhã no salão, pelo menos valeu a pena, meu cabelo tá maravilhoso	1.0	Positivo	Negativo	Positivo	Positivo
Há uns anos o Francisco deu-me um chocolate no dia dos namorados ahahah passo a vida a lembra-lo disso	1.0	Negativo	Positivo	Positivo	Positivo
@AndyKlinsman Fantástico!	1.0	Positivo	Positivo	Negativo	Positivo
Muito legal o controle universal Huis, novo projeto da Sony com Crowdfunding	1.0	Negativo	Positivo	Negativo	Negativo
@nckirobinson 29- sp eh bem maneiro achei o por do sol legal	1.0	Positivo	Positivo	Negativo	Positivo
Fiz uma pizza ontem de meia peito de peru com catupiry e meia lombo com catupiry que ficou excelente 😍🍕🐳	1.0	Positivo	Positivo	Positivo	Positivo
Majora's Mask é foda, mas Ocarina of Time é Zelda em sua essência. É base de tudo que veio depois, é mais importante pra franquia	1.0	Positivo	Positivo	Negativo	Positivo
minha querida com o meu primeiro salário eu comprei um saco de trufa da cacau show meu amor vai esperar o que de mim agora	1.0	Negativo	Negativo	Negativo	Negativo
@pablosaraiva excelente também, mas o OneNote é mais completo.	1.0	Positivo	Positivo	Negativo	Positivo
@sheislaurinah @supremodels td bem amo	1.0	Positivo	Positivo	Positivo	Positivo
esses efeitos do smule são engraçados demais hdhshdhdj	1.0	Negativo	Negativo	Negativo	Negativo
@vandarilho pode ser até gift vermelho q eu adoro	1.0	Negativo	Positivo	Negativo	Negativo
Diego Chiconato será o árbitro principal do jogo entre Flamengo e Basquete Cearense.  Flamengo com dois meses sem perder uma partida.	1.0	Negativo	Negativo	Negativo	Negativo
amigo, sucesso é aluguel em dia, reciclar lixo, namoro sem bisbilhotagem e muito óleo de coco, isso sim.	1.0	Positivo	Negativo	Negativo	Negativo
adoro o fato de conseguir ignorar coisas desnecessárias	1.0	Negativo	Positivo	Positivo	Positivo
Adoro quando os comentadores se estão sempre a engasgar o jogo inteiro por causa da qualidade do stream :))))	1.0	Positivo	Positivo	Negativo	Positivo
Agora a sonhada medalha de ouro olímpica pro futebol masculino tá garantida,o Brasil tem Lucão na zaga  #linhaclassica	1.0	Negativo	Negativo	Positivo	Negativo
Tô morrendo de saudade de Santa Catarina MAS já tô pensando em Fortaleza, não vejo a hora de chegar setembro!!!	1.0	Positivo	Positivo	Negativo	Positivo
vcs ja viram a garota dinamarquesa?? AQUELE FILME É MARAVILHOSO!!	1.0	Positivo	Positivo	Negativo	Positivo
Esse governo tem la voto de confiança - Jandirão	1.0	Negativo	Positivo	Negativo	Negativo
@DaOdaglas 😍, fantástico	1.0	Positivo	Positivo	Negativo	Positivo
Fiz um rango mt bom	1.0	Positivo	Positivo	Positivo	Positivo
@s2beels meu amor, não vivo sem , amo muito	1.0	Positivo	Positivo	Negativo	Positivo
@_marijm gostoso	1.0	Positivo	Negativo	Positivo	Positivo
@0b011 @montana_bruce o melhor é o primeiro star wars, de 77. depois é o imperio contra-ataca. depois é esse episodio VII com a Rey <3	1.0	Positivo	Positivo	Negativo	Positivo
história de the 100 podia ser só em polis agora ne tudo lá é interessante	1.0	Negativo	Positivo	Positivo	Positivo
@EnOrbitaRadio3 @Skrillex @disclosure @ericprydz  Fantástico!!	1.0	Positivo	Positivo	Negativo	Positivo
Coisas ruins: Nossa finalização não tá acompanhando nossa capacidade de infiltração na área do adversário que tem sido excelente.	1.0	Positivo	Positivo	Positivo	Positivo
Tenho que passar no boticário e ver um batom matte maravilhoso vermelho	1.0	Positivo	Positivo	Positivo	Positivo
se estou com os meus pés no chão posso voar bem mais alto 🎶	1.0	Positivo	Positivo	Positivo	Positivo
Se gostar do filme Warcraft, não vai nessa de jogar. Não tem volta mano	1.0	Positivo	Positivo	Negativo	Positivo
cabelo bagunçado moreninnn, e o jeito de sorrir bem gostosin, já to imaginando algum momento nosso.....	1.0	Negativo	Positivo	Negativo	Negativo
Eu chorei  o episódio todo, achei fantástico, E O NO FINAL :OOOOOOO Eu tô muito feliz, NÃO ESPERAVA :3	1.0	Positivo	Positivo	Negativo	Positivo
@fixjaehyo KKKKKLL UE EU GOSTEI DO CABELO SERIO ADORO CABELO ASSIM	1.0	Positivo	Positivo	Positivo	Positivo
Twitter ta mais legal que facebook	1.0	Negativo	Positivo	Positivo	Positivo
@OtaviooTiimm @correiosdocrush obrigada pela indicação tim tim vou recomendar para essa pessoa q mandou este correio	1.0	Positivo	Positivo	Negativo	Positivo
Eu também sou um excelente pagador de contas. Nunca tenho dinheiro, mas ta tudo em dia. Mas depois de abril as coisas melhoram bastante!	1.0	Positivo	Positivo	Negativo	Positivo
"""the bonjour service has been disable"" pelo menos vc não vai forçar ele a funcionar sem eu querer né apple?"	1.0	Negativo	Negativo	Negativo	Negativo
chorei de rir	1.0	Negativo	Negativo	Positivo	Negativo
A autorizada da Apple do barra shopping é enorme	1.0	Negativo	Negativo	Negativo	Negativo
@DaviSimon Eu não posso ver essas coisas pra quarto que já quero tudo. *___* Quando vi que tinha do Star Wars lojo pensei que você ia gostar	1.0	Negativo	Positivo	Negativo	Negativo
Não tamo bom, tamo excelente	1.0	Positivo	Positivo	Positivo	Positivo
Pararam-me mais de duas vezes na ~balada~ pra perguntar se minha unha era de verdade. Gosto assim	1.0	Negativo	Negativo	Negativo	Negativo
@magconfhelp somos mais que namorados.. bjs	1.0	Positivo	Positivo	Negativo	Positivo
@Kefera miga sua loka te amo	1.0	Positivo	Negativo	Positivo	Positivo
Quase 1 ano que desativei meu facebook e não me arrependo.	1.0	Positivo	Negativo	Negativo	Negativo
Até q n é tão ruim assistir filme sozinho	1.0	Negativo	Positivo	Negativo	Negativo
Gosto muito do dia do meu aniversário	1.0	Positivo	Positivo	Positivo	Positivo
@saddestcatnip ...muito interessante, vou dar uma olhada valeu	1.0	Positivo	Negativo	Negativo	Negativo
@ehnatus esse projeto do Marcelo camelo ficou fantástico, até melhor que o falecido Ventura	1.0	Positivo	Positivo	Positivo	Positivo
É que eu só vivo pensando em você, e sem querer você não sai da minha cabeça mais	1.0	Positivo	Negativo	Positivo	Positivo
Pronto chorei agr no final, ele ta vivo este momento meu deus 5* amo esta serie	1.0	Negativo	Negativo	Negativo	Negativo
De frente ela me deixa louco de costa ela me fascina	1.0	Positivo	Positivo	Positivo	Positivo
eu te amo tanto @McDonalds_Br vamos casar	1.0	Positivo	Positivo	Positivo	Positivo
@Frank_Cuesta 👍👍👍 Fantástico !! #FREEYUYEE625	1.0	Positivo	Positivo	Negativo	Positivo
Bateria do iPad durando 3 dias, parabéns Apple	1.0	Positivo	Positivo	Positivo	Positivo
@MateusJakuba  vou tentar arrumar.. Qual o game mesmo?? Hahah eu gosto de Zelda.. Zelda é o bicho kkk	1.0	Positivo	Negativo	Negativo	Negativo
eu só sei q vou surtar quando assistir warcraft mano vai ser lindo	1.0	Positivo	Negativo	Positivo	Positivo
Não tamo bom tamo excelente	1.0	Positivo	Positivo	Positivo	Positivo
@karinamapspbr Muito fofo! Tem tbm aquele do dia dos namorados, que elas vão pra casa assistir filme. 😍 Já viu esse?	1.0	Positivo	Positivo	Negativo	Positivo
"e pra terminar, aquela frase bem clichê e que tá todo mundo cansando de ouvir, mas que eu adoro: ""Ensinem os meninos a respeitarem e não as"	1.0	Negativo	Negativo	Negativo	Negativo
Mas é basquete então vale a pena	1.0	Negativo	Negativo	Negativo	Negativo
@loosho agora eu vi ela falando com o Mario que o show ainda vai passar por mudanças esse ano, então provavelmente você está certo :)	1.0	Positivo	Positivo	Negativo	Positivo
já pensou que louco alguém chega em você e fala assim vamo aproveitar o feriado passar uns dias em la	1.0	Negativo	Negativo	Positivo	Negativo
gosto de O Quarteto Fantástico de 2005	1.0	Positivo	Positivo	Positivo	Positivo
se tem uma coisa que eu adoro é arrotar	1.0	Negativo	Positivo	Negativo	Negativo
o enfica é muito bom, e é facil de fazer	1.0	Positivo	Positivo	Positivo	Positivo
fantástico é comer que nem um hipopótamo e continuar magra 👌🏼🌯🌭🍕🍗🌮🧀🍉🍎🍒	1.0	Positivo	Positivo	Positivo	Positivo
mandando muita energia positiva para os meus amores, tudo que eles fazem é sucesso ♥♥♥	1.0	Positivo	Positivo	Positivo	Positivo
@KYLIEXPLICITA siiim quase morri,serio amo ela demais chorei muito	1.0	Positivo	Negativo	Negativo	Negativo
Estou lendo um livro super legal 🤗	1.0	Positivo	Positivo	Positivo	Positivo
@maalu_00 ah lindaaaaaa, te amo muito e to com sdd tbm ❤❤❤❤ (não sou chata)	1.0	Positivo	Positivo	Negativo	Positivo
tem tanta coisa nesse hambúrguer que eu não consigo nem segurar	1.0	Negativo	Negativo	Negativo	Negativo
@GuiSLB 30€ 😆 mas já é excelente	1.0	Positivo	Positivo	Negativo	Positivo
Kpop não é tão ruim quanto eu pensava.	1.0	Negativo	Positivo	Negativo	Negativo
Ja comecei bom	1.0	Positivo	Negativo	Positivo	Positivo
daylight de maroon 5 tem uma mensagem tao linda o video tambem é maravilhoso  nunca canso de ver e ouvir	1.0	Positivo	Positivo	Positivo	Positivo
acabei de comer um hambúrguer maravilhosooo 😍	1.0	Negativo	Positivo	Positivo	Positivo
amo tanto os filmes de o hobbit	1.0	Negativo	Negativo	Negativo	Negativo
Altos tédios, mas que dia maravilhoso de lindo e fresquinho.	1.0	Positivo	Positivo	Positivo	Positivo
Sony é superior à Apple	1.0	Negativo	Negativo	Negativo	Negativo
legal essa geração revolucionária de internet	1.0	Positivo	Negativo	Positivo	Positivo
geral ai na era dos ps4 e xone e eu felizão com um ps2	1.0	Negativo	Negativo	Negativo	Negativo
@PatrSick Que lindo  Você ouvindo swamped do lacuna  PORRA ESSA É UMA DAS MÚSICAS DA MINHA VIDA	1.0	Negativo	Positivo	Negativo	Negativo
@bccr2708 IL- pracinha do castelo vc faz sucesso	1.0	Negativo	Positivo	Negativo	Negativo
acreditei, errei, confesso, de todas do seu bonde foi você que fez sucesso🎤🔊	1.0	Positivo	Positivo	Negativo	Positivo
@breakfurious me dá adoro	1.0	Positivo	Positivo	Positivo	Positivo
@petriachaves Sempre na escuta de excelente pgm! Parabéns a toda equipe. Ouvindo de João pessoa pela @RadioCBNJP	1.0	Positivo	Positivo	Positivo	Positivo
me empolgo demais quando o assunto é the selection #WhereIsTheSelectionMovie	1.0	Negativo	Positivo	Negativo	Negativo
valentine's day não é dia dos namorados. é como se fosse o dia que tínhamos que ter diariamente, dia do amor em geral #ubuntu	1.0	Positivo	Positivo	Negativo	Positivo
@CentralPerina Bom dia!!! que seja lindo e pleno de energias, pessoas e acontecimentos positivos, para todos nós! Amém!🙏😘🙌❤️💞❣	1.0	Positivo	Positivo	Positivo	Positivo
Nao sei pq mas adoro comprar material escolar	1.0	Negativo	Positivo	Positivo	Positivo
meu cabelo ta horroroso	1.0	Negativo	Negativo	Positivo	Negativo
definitivamente um péssimo dia para as inimigas	1.0	Negativo	Negativo	Negativo	Negativo
Quero ver deadpool de novo e o regresso q ainda n vi. Acho q farei ambos amanha na hora do almoço.	1.0	Negativo	Positivo	Negativo	Negativo
Um excelente final de semana para vocês. 😁	1.0	Positivo	Positivo	Positivo	Positivo
"Assim que eu arrumar uma namorada, vou mudar minha situação no Facebook de ""solteiro"" para ""um milagre aconteceu 󾍃󾌴󾌴󾌴"	1.0	Negativo	Negativo	Negativo	Negativo
Eu tento sair da cacau show mas a cacau show não sai de mim.	1.0	Negativo	Positivo	Negativo	Negativo
@JornalOGlobo Ela plus-size? E eu uma lenda do basquete então...	1.0	Positivo	Negativo	Negativo	Negativo
e depois é receber e ver se a minha mãe sempre dá os 200 euros para comprar a ps4	1.0	Negativo	Positivo	Negativo	Negativo
Acabei de ver O Regresso e a atuação do Leonardo DiCaprio é uma das melhores coisas que já vi na vida.	1.0	Positivo	Positivo	Negativo	Positivo
@El_Whiskero @YouTube excelente tema! 👌	1.0	Positivo	Positivo	Negativo	Positivo
Adoro as voltas que o mundo dá	1.0	Positivo	Positivo	Positivo	Positivo
@anabelleps_ me chama quando quiseres chamar eleee, sou melhor do q ele, bjos, amo vc ❤️	1.0	Positivo	Positivo	Positivo	Positivo
sobre a propaganda do Outback: judiação	1.0	Positivo	Negativo	Negativo	Negativo
@rodrigokehrle excelente!!! Valeu!!!	1.0	Positivo	Positivo	Negativo	Positivo
Ontem foi o melhor dia dos namorados d smp	1.0	Positivo	Positivo	Positivo	Positivo
@ThyagoLeyte @eumeneva Cara... toda vez que for falar do Asus, FALE ALTO! Porque é Ô celular! Pra mim, ele dá na cara de qualquer iPhone.	1.0	Negativo	Negativo	Negativo	Negativo
@AnaMrcnds só as principais falam ao vivo, são muuuuuitas categorias mas ai pegam o grammy la depois kkk	1.0	Positivo	Negativo	Negativo	Negativo
Se essa mulher me solta um single hj eu faleço. Justo hj seria maravilhoso demais pra mim!	1.0	Positivo	Positivo	Negativo	Positivo
Ta quase chegando na parte do Urso, melhor cena de O Regresso. Pqp.	1.0	Negativo	Negativo	Negativo	Negativo
Quer coisa mais bonita do que no dia dos namorados você ganhar um guaxinim de pelúcia? N tem nada mais agradável	1.0	Positivo	Positivo	Positivo	Positivo
Se é você, eu estou bem, eu não consigo resistir De frente é perfeita, por trás mais ainda Da cabeça aos pés, você é a melhor. 😍😍	1.0	Positivo	Positivo	Positivo	Positivo
